,Learning_method,Role,Yearly_pay,Visualisation_tool,Charts,Organization_area,Undergraduate_major,Gender,Country,tool_Excel,tool_Tableau,tool_R,tool_ggplot2,tool_D3,tool_Python,tool_Pen&Paper,tool_Illustrator,tool_PowerBI,tool_Plotly,tool_Mapbox,tool_QGIS,tool_Leaflet,tool_ArcGIS,tool_Matplotlib,tool_React,chart_BarChart,chart_LineChart,chart_Scatterplot,chart_PieChart,chart_Hexbin/Heatmap,chart_Infographics,chart_Treemap,chart_FlowChart),chart_FlowDiagram(Sankey,chart_DAGRE,chart_ChoroplethMap,chart_NetworkDiagram,chart_PictorialVisualization,chart_Force-DirectedGraph,chart_RasterMap
1120,Mostly Self-Taught,Analyst,$100k - $120k,"Excel,Tableau,Pen&Paper,SAS","LineChart,BarChart,Infographics,Treemap,FlowDiagram(Sankey,DAGRE,FlowChart)",Academic,Business/Management Information Systems,Woman,USA,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no
1121,Equal Parts School and Self-Taught,Analyst,$100k - $120k,"Excel,ggplot2,Leaflet,Plotly,R,Tableau","LineChart,BarChart,Scatterplot,Hexbin/Heatmap,Treemap,ChoroplethMap,FlowDiagram(Sankey,DAGRE,FlowChart)",Private sector,Business Analytics,Woman,USA,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no
1122,Mostly Self-Taught,Analyst,$60k - $80k,"Excel,ggplot2,Tableau,Pen&Paper","LineChart,BarChart,Scatterplot,FlowDiagram(Sankey,DAGRE,FlowChart)",Private sector,social sciences,Woman,Ireland,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no
1123,Mostly Self-Taught,Analyst,$20k - $40k,"ggplot2,Plotly,Python,Pen&Paper,Otherphysicalmaterials","LineChart,BarChart,Scatterplot,PictorialVisualization,Treemap,NetworkDiagram",Private sector,Molecular genetics,Woman,Germany,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no
1124,Mostly Self-Taught,Designer,$100k - $120k,"D3,React,chartjs,Sketch","LineChart,BarChart",Private sector,Systems Design Engineering,Woman,Canada,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
1125,Equal Parts School and Self-Taught,Designer,$40k - $60k,"D3,Highcharts,Python,React,Tableau,Pen&Paper","BarChart,PieChart,Scatterplot,ChoroplethMap",Private sector,Science,Woman,Spain,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no
1126,Equal Parts School and Self-Taught,Leadership,$140k - $160k,"Excel,Python,Tableau,Pen&Paper,GoogleDataStudio","LineChart,BarChart,PieChart",Private sector,International Studies and French,Woman,USA,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no
1127,Mostly Self-Taught,Academic,$200k+,"ArcGIS,D3,Illustrator,Java,Leaflet,Plotly,Python,Tableau,WebGL,Pen&Paper,P5/Processing,Matplotlib","LineChart,BarChart,Scatterplot,Infographics,PictorialVisualization,Dendrogram,NetworkDiagram,FlowDiagram(Sankey,DAGRE,FlowChart),3DCharts,Force-DirectedGraph",Academic,Physics ,Woman,USA,no,yes,no,no,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes,no,yes,yes,yes,no,no,yes,no,yes,yes,yes,no,yes,yes,yes,no
1128,Equal Parts School and Self-Taught,Academic,$200k+,"Cytoscape,D3,ggplot2,R,Tableau","LineChart,BarChart,Scatterplot,NetworkDiagram",Academic,computer science,Woman,Canada,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no
1129,Mostly Self-Taught,Leadership,$80k - $100k,"ArcGIS,Excel,ggplot2,Illustrator,R","Hexbin/Heatmap,RasterMap,FlowDiagram(Sankey,DAGRE,FlowChart),Maps",Not-for-profit,Environmental Studies,Woman,USA,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no,yes
1130,Mostly Self-Taught,Other,$60k - $80k,"Excel,Pen&Paper","LineChart,BarChart,PieChart,Infographics",Private sector,psychology,Woman,USA,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no
1131,Mostly From School (or other formal courses),Analyst,$20k - $40k,"Excel,Tableau","BarChart,PieChart,Infographics,PictorialVisualization,Treemap",Public sector,Biological Sciences,Woman,USA,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,yes,no,no,no,no,no,yes,no,no
1132,Mostly Self-Taught,Leadership,$40k - $60k,"Excel,Tableau,Pen&Paper","LineChart,BarChart,PieChart,Infographics,FlowDiagram(Sankey,DAGRE,FlowChart)",Academic,Chemistry,Woman,USA,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,no
1134,Mostly Self-Taught,Analyst,$60k - $80k,"Excel,PowerBI,Tableau,Pen&Paper","LineChart,BarChart,PieChart,Hexbin/Heatmap,Infographics,FlowDiagram(Sankey,DAGRE,FlowChart)",Public sector,Social Work,Woman,USA,yes,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no
1135,Equal Parts School and Self-Taught,Analyst,$40k - $60k,"ArcGIS,Excel,PowerBI,Tableau","LineChart,BarChart,PieChart,Scatterplot,Infographics,PictorialVisualization,Treemap,NetworkDiagram,ChoroplethMap,FlowDiagram(Sankey,DAGRE,FlowChart)",Not-for-profit,Economics,Woman,USA,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no
1137,Equal Parts School and Self-Taught,Analyst,$20k - $40k,"Excel,ggplot2,R","LineChart,BarChart,PieChart,Scatterplot,Hexbin/Heatmap",Public sector,maths,Woman,United Kingdom,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no
1138,Equal Parts School and Self-Taught,Developer,$60k - $80k,"Excel,Ibmcognos","LineChart,BarChart",Private sector,Computer engineering,Woman,USA,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
1140,Mostly Self-Taught,Analyst,$40k - $60k,"Excel,Tableau","LineChart,BarChart,FlowDiagram(Sankey,DAGRE,FlowChart)",Academic,Psychology ,Woman,USA,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no,no
1141,Mostly Self-Taught,Analyst,$40k - $60k,"D3,Excel,Illustrator,Plotly,Python,Tableau,Pen&Paper,Matplotlib,Infogram,Datawrapper","LineChart,BarChart,PieChart,Scatterplot,Hexbin/Heatmap,Infographics,PictorialVisualization,Treemap,ChoroplethMap,FlowDiagram(Sankey,DAGRE,FlowChart),SwarmChart",Not-for-profit,Economics,Woman,USA,yes,yes,no,no,yes,yes,yes,yes,no,yes,no,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no
1142,Mostly Self-Taught,Analyst,$40k - $60k,"ArcGIS,Excel,ggplot2,R,Tableau","LineChart,BarChart,Scatterplot,FlowDiagram(Sankey,DAGRE,FlowChart)",Public sector,Statistics,Woman,USA,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no
1143,Equal Parts School and Self-Taught,Analyst,$80k - $100k,"Excel,ggplot2,PowerBI,R,Tableau,Pen&Paper","LineChart,BarChart,Hexbin/Heatmap",Not-for-profit,Political Science,Woman,USA,yes,yes,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no
1144,Mostly From School (or other formal courses),Academic,$60k - $80k,"ArcGIS,D3,ggplot2,Gephi,Python,R,Tableau","LineChart,BarChart,Scatterplot",Academic,Cultural Studies and Comparative Literature,Woman,USA,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no
1145,Equal Parts School and Self-Taught,Other,$40k - $60k,"Excel,ggplot2,R,Pen&Paper,Otherphysicalmaterials","LineChart,BarChart,Scatterplot,Infographics,FlowDiagram(Sankey,DAGRE,FlowChart)",Public sector,Philosophy and Medical Anthropologt,Woman,USA,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,no,yes,yes,yes,no,no,no,no,no
1146,Mostly Self-Taught,Scientist,$80k - $100k,Illustrator,"LineChart,BarChart,Scatterplot,SwarmChart",Hospital / Health system,Neuroscience,Woman,USA,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no
1147,Mostly From School (or other formal courses),Academic,$40k - $60k,"D3,Gephi,Illustrator,Java,Tableau","LineChart,NetworkDiagram,ChoroplethMap",Academic,Computer Science,Woman,Germany,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no
1149,Mostly Self-Taught,Scientist,$40k - $60k,"ggplot2,R","LineChart,BarChart",Public sector,Atmospheric and Oceanic Science,Woman,USA,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
1150,Equal Parts School and Self-Taught,Scientist,$60k - $80k,"Illustrator,Matlab","LineChart,BarChart,Scatterplot,Hexbin/Heatmap,Infographics,PictorialVisualization",Academic,Mechanical engineering,Woman,USA,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no
1151,Mostly Self-Taught,Scientist,$60k - $80k,"Excel,R,Pen&Paper","LineChart,BarChart,PieChart,Scatterplot,NetworkDiagram,FlowDiagram(Sankey,DAGRE,FlowChart)",Private sector,Biology,Woman,Canada,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,yes,no,no,no
1152,Equal Parts School and Self-Taught,Analyst,$40k - $60k,"ggplot2,R","LineChart,BarChart,Scatterplot,Hexbin/Heatmap,FlowDiagram(Sankey,DAGRE,FlowChart)",Academic,Psychology,Woman,USA,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,no,yes,yes,yes,no,no,no,no,no
1153,Equal Parts School and Self-Taught,Analyst,$60k - $80k,"ArcGIS,Excel,Illustrator,Tableau,Canvas","LineChart,BarChart,PieChart,Infographics,ChoroplethMap",Not-for-profit,Humanities and Social Studies,Woman,USA,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,no,yes,no,no,no,no
1154,Equal Parts School and Self-Taught,Academic,$60k - $80k,"ggplot2,Leaflet,Plotly,Python,QGIS,R,Vega,WebGL,Matplotlib","Scatterplot,ChoroplethMap,RasterMap,3DCharts",Academic,Computer science,Woman,Norway,no,no,yes,yes,no,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes
1155,Mostly Self-Taught,Scientist,$60k - $80k,"Excel,Illustrator,Java,Python,R,ImageJ/Fiji","LineChart,BarChart,Scatterplot,Hexbin/Heatmap,PictorialVisualization,Boxplot",Academic,Physics,Woman,USA,yes,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,yes,no,no
1156,Mostly Self-Taught,Scientist,$20k - $40k,"ggplot2,Illustrator,Plotly,R","LineChart,BarChart,PieChart,Scatterplot,Hexbin/Heatmap,Dendrogram,NetworkDiagram,FlowDiagram(Sankey,DAGRE,FlowChart),boxplot,waterfallplot",Public hospital and private foundation,Marine biology,Woman,Spain,no,no,yes,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,yes,no,no,no
1157,Mostly Self-Taught,Scientist,$20k - $40k,"D3,Angular,React","LineChart,Scatterplot",Academic,computer science,Woman,Madagascar,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no
1158,Equal Parts School and Self-Taught,Scientist,$20k - $40k,"D3,Leaflet,Python,React,Vega","LineChart,BarChart,Scatterplot,ChoroplethMap,FlowDiagram(Sankey,DAGRE,FlowChart)",Academic,Computer engineering,Woman,France,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,no
1160,Mostly Self-Taught,Analyst,$40k - $60k,"Excel,ggplot2,R,Tableau,Pen&Paper","LineChart,BarChart,PieChart,Infographics,PictorialVisualization,FlowDiagram(Sankey,DAGRE,FlowChart)",Not-for-profit,Neuroscience,Woman,USA,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,yes,no,yes,yes,yes,no,no,yes,no,no
1162,Mostly Self-Taught,Analyst,$20k - $40k,"ArcGIS,Illustrator,QGIS,Canva","Infographics,ChoroplethMap,RasterMap",Academic,Urban Planning,Woman,USA,no,no,no,no,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,yes
1164,Mostly Self-Taught,Scientist,$40k - $60k,ggplot2,"LineChart,BarChart,Scatterplot,Treemap,FlowDiagram(Sankey,DAGRE,FlowChart)",Academic,Communication Science,Woman,Germany,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,no,no
1166,Mostly Self-Taught,Analyst,$60k - $80k,"Excel,Tableau","LineChart,BarChart,PieChart,Treemap",Private sector,Business,Woman,USA,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no
1167,Mostly Self-Taught,Analyst,$40k - $60k,"Excel,Tableau","LineChart,BarChart,PieChart,Scatterplot,Treemap",Private sector,Cognitive Science,Woman,USA,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no
1169,Mostly From School (or other formal courses),Analyst,$40k - $60k,"Tableau,Pen&Paper","LineChart,BarChart,Hexbin/Heatmap",Private sector,Economics,Woman,United Kingdom ,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no
1170,Mostly Self-Taught,Analyst,$80k - $100k,"Excel,Tableau,Pen&Paper","LineChart,BarChart,Treemap",Private sector,Electronics Engineering ,Woman,Singapore ,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no
1172,Mostly Self-Taught,Designer,$100k - $120k,"Excel,Tableau","LineChart,BarChart,Hexbin/Heatmap",Not-for-profit,Decision Analytics,Woman,USA,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no
1173,Equal Parts School and Self-Taught,Developer,$200k+,"ArcGIS,D3,Excel,ggplot2,Gephi,Highcharts,Leaflet,Plotly,PowerBI,Python,QGIS,Qlik,R,Tableau,Pentaho","LineChart,BarChart,PieChart,Scatterplot,Hexbin/Heatmap,Treemap,Dendrogram,NetworkDiagram,ChoroplethMap,FlowDiagram(Sankey,DAGRE,FlowChart)",Public sector,Computer Science,Woman,USA,yes,yes,yes,yes,yes,yes,no,no,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no
1174,Equal Parts School and Self-Taught,Designer,$80k - $100k,"ggplot2,Illustrator,Tableau,Pen&Paper","LineChart,BarChart,Infographics,PictorialVisualization,Treemap,NetworkDiagram,ChoroplethMap,FlowDiagram(Sankey,DAGRE,FlowChart),SwarmChart",Public sector,Anthropology ,Woman,USA,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no
1175,Mostly Self-Taught,Designer,$100k - $120k,"D3,Angular,Excel,Illustrator,Mapbox,Python,QGIS,React,Pen&Paper,AdobeXD,Axure","LineChart,BarChart,Scatterplot,Hexbin/Heatmap,ChoroplethMap",Private sector,(1) civil engineering (2) urban studies,Woman,USA,yes,no,yes,no,yes,yes,yes,yes,no,no,yes,yes,no,no,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no
1176,Mostly Self-Taught,Engineer,$120k - $140k,"D3,Excel,Illustrator,React","LineChart,BarChart,ChoroplethMap",Journalism,"Photography, Economics",Woman,USA,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no
1177,Mostly Self-Taught,Developer,$140k - $160k,"D3,Leaflet,Mapbox,Python,QGIS,React,Tableau,Vue,WebComponents,WebGL,Carto,turf.js","LineChart,BarChart,Scatterplot,Hexbin/Heatmap,Treemap,map(vector),histogram,slopechart,connecteddotplot",Private sector,fine art,Woman,USA,no,yes,yes,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,no
1178,Mostly Self-Taught,Analyst,$80k - $100k,Tableau,"LineChart,BarChart,PieChart,Treemap,FlowDiagram(Sankey,DAGRE,FlowChart)",Private sector,Economics,Woman,USA,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,no,no,no,no
1179,Mostly Self-Taught,Analyst,$20k - $40k,"ggplot2,R","LineChart,BarChart,Scatterplot,SPC,Pareto",Public sector,Philosophy,Woman,England,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no
1180,Mostly Self-Taught,Analyst,$40k - $60k,"ggplot2,PowerBI,R","LineChart,BarChart,Scatterplot,Hexbin/Heatmap,NetworkDiagram,FlowDiagram(Sankey,DAGRE,FlowChart)",Private sector,Sociology,Woman,United Kingdom,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,no,yes,yes,yes,no,yes,no,no,no
1181,Equal Parts School and Self-Taught,Designer,$120k - $140k,"ArcGIS,D3,Excel,Illustrator,Leaflet,Mapbox,Processing,Pen&Paper,Canvas,p5.js,NodeBox","LineChart,BarChart,Scatterplot,Hexbin/Heatmap,ChoroplethMap,FlowDiagram(Sankey,DAGRE,FlowChart)",Private sector,Chemistry ,Woman,USA,yes,no,no,no,yes,no,yes,yes,no,no,yes,no,yes,yes,no,no,yes,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,no,no,no
1182,Mostly Self-Taught,Other,< $20k,"ggplot2,R","LineChart,BarChart,Scatterplot",Private sector,architecture & urban design,Woman,Poland,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no
1183,Mostly Self-Taught,Leadership,$20k - $40k,"D3,Excel,Highcharts,Illustrator,Mapbox,R,Tableau,Vue,WebComponents,Canvas","LineChart,BarChart,PieChart,Scatterplot,PictorialVisualization,Treemap",Agency,Public policies,Woman,Argentina,yes,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,yes,no,no
1185,Mostly Self-Taught,Other,$60k - $80k,"ArcGIS,Excel,PowerBI","LineChart,BarChart,PieChart,Scatterplot,Infographics,ChoroplethMap,FlowDiagram(Sankey,DAGRE,FlowChart)",Not-for-profit,Psychology,Woman,USA,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,no,no,no,no
1186,Mostly Self-Taught,Scientist,$60k - $80k,"Cytoscape,ggplot2,Illustrator,Plotly,R,Pen&Paper","LineChart,BarChart,Scatterplot,Hexbin/Heatmap,NetworkDiagram",Academic,Pharmacy,Woman,Norway,no,no,yes,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,no
1187,Equal Parts School and Self-Taught,Analyst,$120k - $140k,"Excel,ggplot2,R,Tableau","LineChart,BarChart,Scatterplot,Treemap,ChoroplethMap",Public sector,Sociology,Woman,USA,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,yes,no,no,no,yes,no,no,no,no
1188,Mostly Self-Taught,Designer,$60k - $80k,"D3,Tableau,Sketch(software)mockups","LineChart,BarChart,PieChart,Gantt,combination,timelines",Public sector,Industrial Design ,Woman,USA,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no
1189,Equal Parts School and Self-Taught,Designer,$100k - $120k,"Excel,Illustrator,PowerBI,Tableau,Pen&Paper","LineChart,BarChart,PieChart,Scatterplot,Infographics,PictorialVisualization,Treemap,FlowDiagram(Sankey,DAGRE,FlowChart)",Public sector,Architecture,Woman,USA,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes,no,no
1190,Mostly Self-Taught,Developer,$60k - $80k,"ArcGIS,D3,Leaflet,Mapbox,Vue,WebGL,Canvas,Britecharts","LineChart,BarChart,PieChart,ChoroplethMap",Private sector,Computer Science,Woman,USA,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no
1192,Mostly Self-Taught,Engineer,$40k - $60k,"D3,Plotly,React","LineChart,BarChart,Hexbin/Heatmap",Public sector,Computer Science & Engineering,Woman,Qatar,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no
1193,Mostly Self-Taught,Engineer,$20k - $40k,"D3,Python","LineChart,BarChart,PieChart,Parallelcoordinates",Public sector,Computer Science,Woman,France,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no
1194,Mostly Self-Taught,Engineer,$140k - $160k,"Excel,Python,R,React,WebComponents,Pen&Paper","LineChart,BarChart,Scatterplot,Treemap,FlowDiagram(Sankey,DAGRE,FlowChart)",Private sector,Chemical Engineering,Woman,USA,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,no,no
1195,Mostly Self-Taught,Scientist,$80k - $100k,"ArcGIS,ggplot2,QGIS,R,Pen&Paper","Scatterplot,Hexbin/Heatmap,ChoroplethMap,RasterMap",Public sector,Environmental science ,Woman,Australia,no,no,yes,yes,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes
1196,Mostly Self-Taught,Analyst,$120k - $140k,Tableau,"LineChart,BarChart,Treemap",Not-for-profit,nursing,Woman,USA,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no
1197,Mostly Self-Taught,Developer,$60k - $80k,"D3,Excel,Tableau,Pen&Paper","LineChart,BarChart,PieChart,Infographics,Treemap",Public sector,Marketing ,Woman,USA,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,no
1198,Equal Parts School and Self-Taught,Analyst,$200k+,"Tableau,SAPBusinessObjects","LineChart,BarChart,PieChart,Scatterplot,Treemap",Public sector,Economics and Mathematics,Woman,USA,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no
1199,Mostly Self-Taught,Other,$100k - $120k,"D3,Mapbox,Tableau","LineChart,BarChart,PieChart,Infographics,ChoroplethMap,FlowDiagram(Sankey,DAGRE,FlowChart),Force-DirectedGraph,treehierarchy",Private sector,Physics,Woman,USA,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,no,no,yes,no
1200,Mostly Self-Taught,Analyst,$20k - $40k,"ArcGIS,Excel,PowerBI,R,WebComponents,Canva","LineChart,BarChart,PieChart,Infographics,Treemap,NetworkDiagram,FlowDiagram(Sankey,DAGRE,FlowChart)",Public sector,Photography ,Woman,United Kingdom,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no
1201,Equal Parts School and Self-Taught,Student,< $20k,"ArcGIS,D3,ggplot2,Illustrator,Mapbox,QGIS,R","LineChart,BarChart,Scatterplot,Hexbin/Heatmap,Infographics,PictorialVisualization,ChoroplethMap,RasterMap",Academic,Geography with Quantitative Methods,Woman,United Kingdom,no,no,yes,yes,yes,no,no,yes,no,no,yes,yes,no,yes,no,no,yes,yes,yes,no,yes,yes,no,no,no,no,yes,no,yes,no,yes
1202,Mostly Self-Taught,Student,< $20k,"D3,Excel,Illustrator,Pen&Paper,Otherphysicalmaterials,Matlab","LineChart,Scatterplot",Academic,Physics,Woman,Austria,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no
1203,Equal Parts School and Self-Taught,Student,< $20k,"D3,Excel,Illustrator,Tableau","LineChart,BarChart,PieChart",Academic,data visualization,Woman,Russia,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no
1205,Equal Parts School and Self-Taught,Leadership,< $20k,"Excel,ggplot2,R,Pen&Paper","LineChart,BarChart,Scatterplot,Hexbin/Heatmap,Infographics,SwarmChart",Academic,Agriculture ,Woman,United Kingdom,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no
1206,Equal Parts School and Self-Taught,Designer,$100k - $120k,"Illustrator,Pen&Paper,MSPowerPoint","LineChart,BarChart,PieChart,Infographics,Treemap,NetworkDiagram,FlowDiagram(Sankey,DAGRE,FlowChart)",Not-for-profit,Language (English and Latin),Woman,South Africa,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no
